ts,sku,ChannelSlug,BrandSlug,PremiseType,TermsOfServiceTyp,ProductName,ProductSlug,StateSlug,Commodity,UtilitySlug,first_name,last_name,ServiceAddress1,zip_code,city,account_no,email,emailmarketing,confirm_number,order_status,allow_email_marketing,sap_number
ts_11,g091e77b2c493ff9,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,wpp,Debra,wpp,804092 Rodney Lin St.,'16046,SEVEN FIELDS,''08384020055316429329,no@nrg.com,no_email_mark,E1-Z6R-RV4,completed,false,7668804860
ts_12,g091e77b2c493ff9,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,wpp,Jessica,wpp,351586 Andrea Jimenez St.,'15022,CHARLEROI,''08675833676444027554,aleksandr.malygin@nrg.com,emailmarketing,E1-MAP-PD5,completed,false,7668804863
ts_13,g0b0938a8351c963,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,penn,Tonya,penn,841569 Wesley Bryant St.,'15237,PITTSBURGH,'08445564924755554434,no@nrg.com,no_email_mark,E1-VZX-XVK,backend_processing,false,
ts_14,g0b0938a8351c963,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,penn,Gregory,penn,396787 Robert Willis St.,'16140,NEW BEFDORD,'08938508160484332952,aleksandr.malygin@nrg.com,emailmarketing,E1-65Q-Q6P,backend_processing,false,
ts_17,g1639eeb0379248e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,come,Nicholas,come,969965 Juan Alexander St.,'02740,New Bedford,''66540451800,no@nrg.com,no_email_mark,E1-QKZ-Z7D,completed,false,0000007668804869
ts_15,g132d13c46de7473,web,green_mountain_energy,small_business,variable,GNESBVAR,rate_category,il,electric,comed,Jessica,comed,44392 Amber Sanders St.,'60150,MALTA,''9707596537,no@nrg.com,no_email_mark,E1-86L-LQL,error,false,
ts_16,g132d13c46de7473,web,green_mountain_energy,small_business,variable,GNESBVAR,rate_category,il,electric,comed,Sarah,comed,656663 Leslie Mckenzie St.,'61080,SOUTH BELOIT,''2673936316,aleksandr.malygin@nrg.com,emailmarketing,E1-DVL-LBN,error,false,
ts_17,g1639eeb0379248e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,come,Nicholas,come,969965 Juan Alexander St.,'02740,New Bedford,''66540451800,no@nrg.com,no_email_mark,E1-5LX-XRZ,completed,false,0000007668804870
ts_18,g1639eeb0379248e,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,come,Tyler,come,413177 Melissa Williams St.,'02740,New Bedford,''14213971160,aleksandr.malygin@nrg.com,emailmarketing,E1-WER-RBV,completed,false,0000007668804871
ts_19,g194a55a0a752a3d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,meted,Terri,meted,160707 Caroline Mcclure St.,'19605,READING,''08854937844199740029,no@nrg.com,no_email_mark,E1-N7A-AKW,completed,false,0000007668804873
ts_20,g194a55a0a752a3d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,meted,William,meted,238171 Bonnie Richardson St.,'17324,GARDNERS,''08489031441865060123,aleksandr.malygin@nrg.com,emailmarketing,E1-KK6-6Q9,completed,false,0000007668804874
ts_21,g196a26f85286c53,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,rge,Michael,rge,792055 Samuel Shields St.,'14715,Bolivar,''R01856966858728,no@nrg.com,no_email_mark,E1-PZ9-9AN,backend_processing,false,
ts_22,g196a26f85286c53,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,rge,Christine,rge,127132 Raymond Love St.,'14647,Rochester,''R01369016588589,aleksandr.malygin@nrg.com,emailmarketing,E1-A46-6MP,completed,false,0000007668804875
ts_23,g19d01daead9bb8e,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,peco,Luis,peco,18244 Jason Bartlett St.,'19319,CHEYNEY,''5335502646,no@nrg.com,no_email_mark,E1-765-5LL,backend_processing,false,
ts_24,g19d01daead9bb8e,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,peco,Barbara,peco,663439 Joseph Mclaughlin St.,'19020,BENSALEM,''2646600254,aleksandr.malygin@nrg.com,emailmarketing,E1-9KL-L8V,backend_processing,false,
ts_27,g1b2d4c2c0211803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,meco,Tony,meco,360694 Jennifer Hansen St.,'02145,DORCESTER,''1588238907,no@nrg.com,no_email_mark,E1-Z6R-RN4,completed,false,0000007668804877
ts_28,g1b2d4c2c0211803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,meco,Scott,meco,883623 Tara Rodriguez St.,'02446,DORCESTER,''9626382861,aleksandr.malygin@nrg.com,emailmarketing,E1-MAP-PV5,completed,false,0000007668804879
ts_6,g04806563c0ff681,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,pepco,Larry,pepco,118302 Holly Taylor St.,'02906,OCEAN CITY,'05446466413334150369333,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-RK6,completed,false,0000007668804881
ts_25,g1a131670769dc76,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate_wc,ny,electric,coned,Chase,coned,511120 Emily Chavez St.,'11566,MERRICK,'225576106237526,no@nrg.com,no_email_mark,E1-VZX-X8K,completed,false,0000007668804882
ts_26,g1a131670769dc76,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate_wc,ny,electric,coned,Larry,coned,661504 Joseph Douglas St.,'11701,AMITYVILLE,'561556279336913,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-68K,completed,false,0000007668804883
ts_29,g1e7ac87aadea386,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,John,coned,255852 Bailey Schaefer St.,'11266,BROOKLYN,'166316682142469,no@nrg.com,no_email_mark,E1-XER-R54,backend_processing,false,
ts_30,g1e7ac87aadea386,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,Nicole,coned,799057 Aaron Perez St.,'11266,BROOKLYN,'160015652278202,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-QKN,completed,false,0000007668804884
ts_31,g201d199281dea05,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Lisa,coned,440369 William Collins St.,'11566,MERRICK,'808124453537368,no@nrg.com,no_email_mark,E1-46B-B76,completed,false,0000007668804885
ts_32,g201d199281dea05,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Anthony,coned,184520 Christopher Bryant St.,'11701,AMITYVILLE,'481931620512320,aleksandr.malygin@nrg.com,emailmarketing,E1-RPM-MRN,completed,false,0000007668804886
ts_33,g23bf21b62029a20,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,ppl,Samantha,ppl,214192 Shari Rowland St.,'17520,EAST PETERSBURG,''2279691785,no@nrg.com,no_email_mark,E1-65Q-QZP,completed,false,0000007668804887
ts_34,g23bf21b62029a20,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,ppl,Kelsey,ppl,420009 Austin Solomon St.,'17842,MIDDLEBURG,''7421034163,aleksandr.malygin@nrg.com,emailmarketing,E1-LPK-KYD,completed,false,0000007668804888
ts_35,g2408bac766094e8,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,pepco,Leslie,pepco,956496 Tina Cohen St.,'21208,PIKESVILLE,''05244826849064127993167,no@nrg.com,no_email_mark,E1-QKZ-Z4D,backend_processing,false,
ts_36,g2408bac766094e8,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,pepco,Crystal,pepco,624102 Jeffrey Brooks St.,'21842,OCEAN CITY,'05749557953992144027626,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-X9Z,completed,false,0000007668804893
ts_37,g244970b48c14465,web,green_mountain_energy,residential,fixed,GNERTUST,rate_category,pa,electric,ppl,Tonya,ppl,803666 Richard Vaughn St.,'17935,GIRARDVILLE,''4513827972,no@nrg.com,no_email_mark,E1-WER-RDV,completed,false,0000007668804895
ts_38,g244970b48c14465,web,green_mountain_energy,residential,fixed,GNERTUST,rate_category,pa,electric,ppl,Laura,ppl,220498 Kathleen Melendez St.,'18231,KELAYRES,''5060558378,aleksandr.malygin@nrg.com,emailmarketing,E1-N7A-ANW,completed,false,0000007668804896
ts_39,g256b835c0760f1b,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,wmeco,Lauren,wmeco,578827 Samuel Santos St.,'01072,MONTGOMERY,''729038159,no@nrg.com,no_email_mark,E1-KK6-6M9,backend_processing,false,
ts_40,g256b835c0760f1b,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,wmeco,Stacey,wmeco,841600 Travis Simpson St.,'01084,SOUTH LEE,''561274551,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-9EN,completed,false,0000007668804897
ts_41,g2901155079218d8,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,oru,Jerry,oru,277038 Alexander Johnson St.,'14220,BUFFALO,''8300237375,no@nrg.com,no_email_mark,E1-A46-6QP,backend_processing,false,
ts_42,g2901155079218d8,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,oru,Thomas,oru,13288 Monique Barr St.,'14220,BUFFALO,''7132555568,aleksandr.malygin@nrg.com,emailmarketing,E1-765-5ML,completed,false,0000007668804898
ts_43,g294c4d46e3e5ba4,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,ngrid,Brian,ngrid,598806 Patrick Lee St.,'11754,KINGS PARK,''7374321507,no@nrg.com,no_email_mark,E1-9KL-LVV,backend_processing,false,
ts_44,g294c4d46e3e5ba4,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,ngrid,Katelyn,ngrid,442675 Donna Potts St.,'11717,BRENTWOOD,''5128871379,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-RP4,completed,false,0000007668804901
ts_45,g2a41f7f37825239,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,penn,Sean,penn,676166 Roger Weaver St.,'16134,JAMESTOWN,''08618423183083916441,no@nrg.com,no_email_mark,E1-MAP-PY5,backend_processing,false,
ts_46,g2a41f7f37825239,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,penn,Ruth,penn,117878 Mikayla Frey St.,'16027,Connoquenessing,''08664312702496288110,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-RX6,completed,false,0000007668804903
ts_47,g2af2aaca2250150,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,camb,Bethany,camb,51041 Joseph Williams St.,'02445,Brookline,''24881522240,no@nrg.com,no_email_mark,E1-VZX-X9K,backend_processing,false,
ts_48,g2af2aaca2250150,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,camb,James,camb,208449 David Moran St.,'02445,Brookline,''37770828920,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-6MK,completed,false,0000007668804904
ts_49,g2e8f2b715ccfac7,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,coned,Tyler,coned,711214 Carrie Lozano St.,'11266,BROOKLYN,'198830940579540,no@nrg.com,no_email_mark,E1-XER-RV4,completed,false,0000007668804905
ts_50,g2e8f2b715ccfac7,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,coned,Christopher,coned,339302 Christina Wood St.,'11266,BROOKLYN,'346216692331602,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-Q4N,completed,false,0000007668804909
ts_52,g329bf77638fca60,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,coned,Eric,coned,594420 Courtney Hamilton St.,'11566,MERRICK,'228381066636651,aleksandr.malygin@nrg.com,emailmarketing,E1-RPM-M8N,completed,false,0000007668804911
ts_53,g335a9647480b1a5,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Michael,coned,147994 Sarah Gray St.,'11266,BROOKLYN,'465697785981761,no@nrg.com,no_email_mark,E1-65Q-Q7P,completed,false,0000007668804912
ts_51,g329bf77638fca60,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,coned,Diana,coned,642936 Kevin Sexton St.,'11701,AMITYVILLE,'708765756757539,no@nrg.com,no_email_mark,E1-LPK-KZD,completed,false,0000007668804915
ts_54,g335a9647480b1a5,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Alexandria,coned,14117 Amanda Russell St.,'11566,MERRICK,'623619755584110,aleksandr.malygin@nrg.com,emailmarketing,E1-QKZ-ZLD,completed,false,0000007668804916
ts_55,g354fe7596fdd458,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,Brenda,coned,531875 Stephen Andrade St.,'11701,AMITYVILLE,'261232348190105,no@nrg.com,no_email_mark,E1-86L-LYL,backend_processing,false,
ts_56,g354fe7596fdd458,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12_wc,ny,electric,coned,Victoria,coned,234640 Ms. Vicki Stewart St.,'11701,AMITYVILLE,'688706072482483,aleksandr.malygin@nrg.com,emailmarketing,E1-DVL-LXN,completed,false,0000007668804918
ts_57,g35f6c2393a46774,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,come,Crystal,come,366497 James Price St.,'02740,New Bedford,''27548298594,no@nrg.com,no_email_mark,E1-5LX-XPZ,backend_processing,false,
ts_58,g35f6c2393a46774,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,come,Amanda,come,680926 Brandon Phillips St.,'02740,New Bedford,''42926758779,aleksandr.malygin@nrg.com,emailmarketing,E1-WER-RMV,completed,false,0000007668804919
ts_59,g3830b2aa4d5625a,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,wpp,Rodney,wpp,331894 David Andrade St.,'15301,WASHINGTON,''08682714002795349101,no@nrg.com,no_email_mark,E1-N7A-ABW,backend_processing,false,
ts_60,g3830b2aa4d5625a,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,wpp,Thomas,wpp,466143 Kristin Campbell St.,'15670,NEW ALEXANDRIA,''08928297331967771943,aleksandr.malygin@nrg.com,emailmarketing,E1-KK6-679,completed,false,0000007668804920
ts_61,g38d9eeae98d8770,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,peco,Christopher,peco,200257 Mikayla Booker St.,'18963,SOLEBURY,''6527547496,no@nrg.com,no_email_mark,E1-PZ9-9RN,backend_processing,false,
ts_62,g38d9eeae98d8770,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,peco,Sarah,peco,938366 Dylan Molina St.,'19046,JENKINTOWN,''1027298485,aleksandr.malygin@nrg.com,emailmarketing,E1-A46-69P,completed,false,0000007668804924
ts_63,g3aceddb6123c21f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,bge,Katherine,bge,218638 Jennifer Jones St.,'21234,PARKVILLE,''8926602345,no@nrg.com,no_email_mark,E1-765-5ZL,completed,false,0000007668804925
ts_64,g3aceddb6123c21f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,bge,Kristin,bge,253956 Nathaniel Bowers St.,'21804,SALISBURY,''7324011200,aleksandr.malygin@nrg.com,emailmarketing,E1-9KL-LBV,completed,false,0000007668804928
ts_65,g402f79356122685,web,green_mountain_energy,small_business,fixed,GNESBFIX,rate_category,il,electric,comed,Kendra,comed,165388 James Cohen St.,'60929,CULLOM,''2235362743,no@nrg.com,no_email_mark,E1-Z6R-R44,backend_processing,false,
ts_66,g402f79356122685,web,green_mountain_energy,small_business,fixed,GNESBFIX,rate_category,il,electric,comed,Laura,comed,879238 Victoria Howe St.,'60005,ARLINGTON HEIGHTS,''3369498606,aleksandr.malygin@nrg.com,emailmarketing,E1-MAP-N55,error,false,
ts_67,g40d7b9b923a8b51,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,chu,Janice,chu,986782 Jason Lee St.,'11102,ASTORIA,'9413010607,no@nrg.com,no_email_mark,E1-Y5R-D76,completed,false,0000007668804930
ts_68,g40d7b9b923a8b51,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,chu,Mitchell,chu,609932 Douglas Davis St.,'11030,MANHASSET,'1508871861,aleksandr.malygin@nrg.com,emailmarketing,E1-VZX-DMK,completed,false,0000007668804931
ts_69,g418effe855c3904,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,ngrid,Chad,ngrid,244004 Renee Jackson St.,'11021,GREAT NECK,''2796215929,no@nrg.com,no_email_mark,E1-BX6-VLK,backend_processing,false,
ts_70,g418effe855c3904,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,ngrid,Gregory,ngrid,561972 Andrew Smith St.,'13360,INLET,''4191479544,aleksandr.malygin@nrg.com,emailmarketing,E1-XER-DZ4,completed,false,0000007668804932
ts_71,g4310ddcf5a08342,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,delmarva,Paul,delmarva,209164 Morgan Jones St.,'20882,GAITHERSBURG,''0513442021502010563334,no@nrg.com,no_email_mark,E1-EBQ-EDN,backend_processing,false,
ts_73,g4c4f93f13da0897,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,chu,Elizabeth,chu,305591 Catherine Wells St.,'10019,NEW YORK,'8615496529,no@nrg.com,no_email_mark,E1-46B-DV6,completed,false,0000007668804934
ts_74,g4c4f93f13da0897,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,chu,Jonathan,chu,976859 Terri Lane St.,'10463,BRONX,'1604699922,aleksandr.malygin@nrg.com,emailmarketing,E1-RPM-D5N,completed,false,0000007668804935
ts_75,g4f3f99e713dc784,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,penelec,Amber,penelec,905888 Alexis Martin St.,'16652,HUNTINGDON,''08412036301295240786,no@nrg.com,no_email_mark,E1-65Q-D4P,completed,false,0000007668804936
ts_76,g4f3f99e713dc784,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,penelec,Carol,penelec,138934 Daniel Davis St.,'16878,WEST DECATUR,''08590039777801404718,aleksandr.malygin@nrg.com,emailmarketing,E1-LPK-M7D,completed,false,0000007668804937
ts_77,g5277877c9b61f54,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,rge,Matthew,rge,520974 Jonathan Vasquez St.,'13076,Hastings,''R01189639288474,no@nrg.com,no_email_mark,E1-QKZ-ERD,completed,false,0000007668804938
ts_78,g5277877c9b61f54,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,rge,Hayley,rge,426260 Zachary Rodriguez St.,'14520,Ontario Center,''R01204441104991,aleksandr.malygin@nrg.com,emailmarketing,E1-86L-DBL,completed,false,0000007668804939
ts_79,g549586d55f86e9d,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,pepco,Rachael,pepco,660992 Tracy Dorsey St.,'21229,BALTIMORE,''05441170954389617065460,no@nrg.com,no_email_mark,E1-DVL-NDN,completed,false,0000007668804941
ts_80,g549586d55f86e9d,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,pepco,Patricia,pepco,393210 Kaitlyn Mills St.,'21842,OCEAN CITY,''05410898796550126324247,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-D5Z,completed,false,0000007668804942
ts_81,g5fc801d5c1d8bb8,web,green_mountain_energy,small_business,fixed,GNESBFIX2,rate_category,pa,electric,peco,Amanda,peco,796120 Kelly Jenkins St.,'19403,Eagleville,''4654456262,no@nrg.com,no_email_mark,E1-WER-W4V,error,false,
ts_82,g5fc801d5c1d8bb8,web,green_mountain_energy,small_business,fixed,GNESBFIX2,rate_category,pa,electric,peco,Megan,peco,440922 Cindy Cortez St.,'18958,SALFORDVILLE,''5498129867,aleksandr.malygin@nrg.com,emailmarketing,E1-N7A-VQW,error,false,
ts_83,g60baa8b8f77e084,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,beco,Robert,beco,692174 Brittany Brown St.,'01107,SPRINGFIELD,''85661826449,no@nrg.com,no_email_mark,E1-KK6-ZA9,completed,false,0000007668804943
ts_84,g60baa8b8f77e084,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,beco,Rebecca,beco,271863 Anthony Chandler St.,'01107,SPRINGFIELD,''42080944043,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-XLN,completed,false,0000007668804950
ts_85,g62f323f9539fff2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,nyseg,Kimberly,nyseg,509845 Daniel Mccoy St.,'14780,PAINTED POST,'N01928180458639,no@nrg.com,no_email_mark,E1-A46-Y7P,completed,false,0000007668804952
ts_86,g62f323f9539fff2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,nyseg,Adam,nyseg,835519 Joe Cantu St.,'10003,NEW YORK,'N01331416335043,aleksandr.malygin@nrg.com,emailmarketing,E1-765-DVL,completed,false,0000007668804953
ts_87,g66e737bf564b0bb,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,ngntkt,Jeffrey,ngntkt,574571 Gabrielle Burton St.,'02584,Nantucket,''9216777296,no@nrg.com,no_email_mark,E1-9KL-DXV,backend_processing,false,
ts_88,g66e737bf564b0bb,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,ngntkt,Charles,ngntkt,650114 Christopher Fox St.,'02584,Nantucket,''6464377390,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-DX4,completed,false,0000007668804954
ts_89,g69ddc718eed61d8,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,meted,Kimberly,meted,577098 Lauren Welch St.,'18353,SAYLORSBURG,''08850463247190266219,no@nrg.com,no_email_mark,E1-MAP-NB5,completed,false,0000007668804955
ts_90,g69ddc718eed61d8,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,meted,Maurice,meted,847125 Bradley Gilmore St.,'19534,LENHARTSVILLE,''08841815966994298356,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-D66,completed,false,0000007668804956
