Status, time, Register_ID, REG_Date, UID, Sequence, Vendor_ID, brand_slug, App_Type, First_Name, Last, Address, City, State, Zip, Email, ISO, Conf_Code, App_By, Sku, Call_DirectionApproved,12_27_2019_01_21_18_PM,12289,12/21/2019,A5dfe96e68c10e,1,EPIB,nrg_residential,IB,Alex_Lauren,Watts,485471 Erika Meadows St.,Washington,PA,20303,,PGW,ffd9e3b,ama,1A0082BB-FDF2,OUTBOUND
Approved,01_21_2020_10_48_17_AM,12487,12/21/2019,A5dfecda202475,1,EPIB,nrg_residential,IB,Alex_James,Quinn,389466 Deanna Callahan St.,Washington,OH,20534,,DKE Elec,bc90689,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_19_AM,12493,12/21/2019,A5dfece4cd045e,1,EPIB,nrg_residential,IB,Alex_Hannah,Mcguire,694049 Kerri Moore St.,Washington,OH,20435,,CEI,652d3ab,ama,03BF52E1-51DC,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_22_AM,12495,12/21/2019,A5dfed0bd32125,1,EPIB,nrg_residential,IB,Alex_Michael,Adams,218763 Stephanie Harrison St.,Toledo,OH,43682,,DKE Elec,d8b4ed9,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_25_AM,12497,12/21/2019,A5dfed0deb7ceb,1,EPIB,nrg_residential,IB,Alex_Kayla,Richard,768610 Sarah Lawson St.,Cincinnati,OH,45246,,DKE Elec,f938747,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_28_AM,12499,12/21/2019,A5dfed21f06f77,1,EPIB,nrg_residential,IB,Alex_Katherine,Pacheco,359579 Michael Johnson St.,New Riegel,OH,44853,,DKE Elec,39e7b20,ama,g464d512e147045e,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_31_AM,12563,12/22/2019,A5dffa7b507cea,1,EPIB,energyplus,IB,Alex_Sharon,Flores,371950 Anthony Griffin St.,Township Of Washingt,NJ,7876,,PSEG,d283754,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_34_AM,12567,12/22/2019,A5dffa7ec1614d,1,EPIB,energyplus,IB,Alex_Vincent,Flores,462308 Christine Hudson St.,Jobstown,NJ,8248,,PSEG,0af22c6,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_37_AM,12575,12/22/2019,A5dffa8896caa1,1,EPIB,energyplus,IB,Alex_Joan,Gonzalez,313218 Tammy Gallegos St.,Harford,PA,18823,,DUQ,a680325,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_39_AM,12579,12/22/2019,A5dffa8dbc2414,1,EPIB,energyplus,IB,Alex_Cynthia,Brooks,165207 Courtney Davis St.,Newark,NJ,7544,,RECO,fa6fe60,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_42_AM,12589,12/22/2019,A5dffa97def636,1,EPIB,energyplus,IB,Alex_Rebecca,Wood,717037 Angela Morris MD St.,Lenoxville,PA,18441,,MetEd,9c2a9be,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_45_AM,14175,12/23/2019,A5e00e31908889,1,EPIB,nrg_residential,IB,Alex_Ronnie,Boyd,159414 Carla Allen St.,Oak Lawn,IL,60459,,ComEd,315fd65,ama,g026009cb8901459,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_48_AM,14525,12/23/2019,A5e00fd6733689,1,EPIB,energyplus,IB,Alex_Holly,Williams,733252 Henry Tucker St.,Cold Spring,NY,10516,,G,7db6ce1,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_50_AM,14591,12/23/2019,A5e0102eb44591,1,EPIB,green_mountain_energy,IB,Alex_Brenda,Jacobs,85573 Robert Nelson St.,Shorewood,IL,60435,,peopgasil,036c2f9,ama,00F458F1-E34E,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_53_AM,17565,1/2/2020,A5e0e1de6300c0,1,EPIB,energyplus,IB,Alex_Joseph,Schroeder,688063 Frank Hernandez St.,Home,PA,15747,,DUQ,07b338f,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_56_AM,17567,1/2/2020,A5e0e1e0e0bfe0,1,EPIB,energyplus,IB,Alex_Robert,Torres,252582 Leslie Carpenter St.,Farrell,PA,16121,,MetEd,27b1f7d,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_56_AM,17569,1/2/2020,A5e0e1e2ae3b77,1,EPIB,energyplus,IB,Alex_Andrew,Petersen,385966 Meagan Newman St.,Ono,PA,17077,,PECO,451b9c3,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_57_AM,17571,1/2/2020,A5e0e1e4a970f2,1,EPIB,energyplus,IB,Alex_Samuel,Clark,442735 Ashley Walker St.,Ackermanville,PA,18010,,Penelec,6dc31ad,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_58_AM,17573,1/2/2020,A5e0e1e73c9c65,1,EPIB,energyplus,IB,Alex_April,Werner,854897 Jeffrey Goodwin St.,Plymouth,PA,18651,,PPL,96dcea2,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_48_58_AM,17575,1/2/2020,A5e0e1e9c6205b,1,EPIB,energyplus,IB,Alex_Robert,Mclaughlin,201611 Heather Molina St.,Pittsburgh,PA,15228,,WPP,c033a3c,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_48_59_AM,17589,1/2/2020,A5e0e1f93042c2,1,EPIB,energyplus,IB,Alex_Amanda,Jackson,318906 Kenneth Wells St.,Riddlesburg,PA,16672,,PECO,d166d0f,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_01_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_02_AM,18069,1/2/2020,A5e0e5d07052f2,1,EPIB,energyplus,IB,Alex_Brian,Rojas,94706 Robert Berry St.,Philadelphia,PA,19148,,DUQ,373a841,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_05_AM,18071,1/2/2020,A5e0e5d40afba9,1,EPIB,energyplus,IB,Alex_Jessica,Wright,208348 Bradley Hale St.,Numidia,PA,17858,,MetEd,648ef90,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_07_AM,18073,1/2/2020,A5e0e5d6a6da63,1,EPIB,energyplus,IB,Alex_Kristy,Thompson,114455 Sarah Ballard St.,Ashfield,PA,18212,,PECO,8b69a3f,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_10_AM,18075,1/2/2020,A5e0e5d937c3a0,1,EPIB,energyplus,IB,Alex_Nichole,Mccormick,696027 Kelly Long St.,Wilkes Barre,PA,18706,,Penelec,bc80fe7,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_13_AM,18077,1/2/2020,A5e0e5dc332136,1,EPIB,energyplus,IB,Alex_Aaron,Foster,653062 Joseph Allison St.,Pittsburgh,PA,15257,,PPL,ef08ccd,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_15_AM,18079,1/2/2020,A5e0e5df6128be,1,EPIB,energyplus,IB,Alex_Travis,Taylor,505673 John Marquez St.,Harrisburg,PA,17177,,WPP,1ee4c83,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_18_AM,18105,1/2/2020,A5e0e6116cbabe,1,EPIB,energyplus,IB,Alex_Fred,Hughes,524707 Michael Williams St.,Roaring Branch,PA,17765,,PECO,5b3adc9,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_19_AM,18105,1/2/2020,A5e0e6116cbabe,1,EPIB,energyplus,IB,Alex_Fred,Hughes,524707 Michael Williams St.,Roaring Branch,PA,17765,,PECO,5b3adc9,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_21_AM,18109,1/2/2020,A5e0e6162bba2c,1,EPIB,green_mountain_energy,IB,Alex_Karen,Rodriguez,821485 Rachel Miller St.,Luke,MD,21540,,BGE,89d816b,ama,2A0EE47F-E300,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_24_AM,18133,1/2/2020,A5e0e65627ba1f,1,EPIB,energyplus,IB,Alex_Nicole,Dixon,712792 Lisa Cooper St.,Philadelphia,PA,19145,,PECO,98d441f,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_27_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_27_AM,18137,1/2/2020,A5e0e659e2070c,1,EPIB,green_mountain_energy,IB,Alex_Albert,Johnson,557328 Jason Williams St.,Rohrersville,MD,21779,,BGE,c3ac244,ama,2A0EE47F-E300,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_43_AM,17565,1/2/2020,A5e0e1de6300c0,1,EPIB,energyplus,IB,Alex_Joseph,Schroeder,688063 Frank Hernandez St.,Home,PA,15747,,DUQ,07b338f,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_45_AM,17567,1/2/2020,A5e0e1e0e0bfe0,1,EPIB,energyplus,IB,Alex_Robert,Torres,252582 Leslie Carpenter St.,Farrell,PA,16121,,MetEd,27b1f7d,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_48_AM,17569,1/2/2020,A5e0e1e2ae3b77,1,EPIB,energyplus,IB,Alex_Andrew,Petersen,385966 Meagan Newman St.,Ono,PA,17077,,PECO,451b9c3,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_51_AM,17571,1/2/2020,A5e0e1e4a970f2,1,EPIB,energyplus,IB,Alex_Samuel,Clark,442735 Ashley Walker St.,Ackermanville,PA,18010,,Penelec,6dc31ad,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_53_AM,17573,1/2/2020,A5e0e1e73c9c65,1,EPIB,energyplus,IB,Alex_April,Werner,854897 Jeffrey Goodwin St.,Plymouth,PA,18651,,PPL,96dcea2,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_49_56_AM,17575,1/2/2020,A5e0e1e9c6205b,1,EPIB,energyplus,IB,Alex_Robert,Mclaughlin,201611 Heather Molina St.,Pittsburgh,PA,15228,,WPP,c033a3c,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_59_AM,18077,1/2/2020,A5e0e5dc332136,1,EPIB,energyplus,IB,Alex_Aaron,Foster,653062 Joseph Allison St.,Pittsburgh,PA,15257,,PPL,ef08ccd,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_49_59_AM,18079,1/2/2020,A5e0e5df6128be,1,EPIB,energyplus,IB,Alex_Travis,Taylor,505673 John Marquez St.,Harrisburg,PA,17177,,WPP,1ee4c83,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_50_00_AM,18147,1/2/2020,A5e0e6698b215f,1,EPIB,green_mountain_energy,IB,Alex_Richard,Glass,93276 Michael Horton St.,Elrama,PA,15038,,MetEd,be1de51,ama,0614FB8C-6A31,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_00_AM,18149,1/2/2020,A5e0e66c70ae10,1,EPIB,green_mountain_energy,IB,Alex_Christopher,Patterson,350878 Colleen Arnold DVM St.,York,PA,17404,,PECO,ec872a2,ama,0A295E24-EE7E,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_03_AM,18151,1/2/2020,A5e0e66f6d5c10,1,EPIB,green_mountain_energy,IB,Alex_Cassie,Diaz,736482 Lauren Graves St.,Philadelphia,PA,19134,,Penelec,1be6aa2,ama,2B567D5A-5136,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_06_AM,18153,1/2/2020,A5e0e6727d90a6,1,EPIB,green_mountain_energy,IB,Alex_Joseph,Cook,79935 Jonathan Davis St.,Cornwall,PA,17016,,PPL,4de95e7,ama,0DD6E0F4-F619,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_08_AM,18155,1/2/2020,A5e0e675848e6c,1,EPIB,green_mountain_energy,IB,Alex_David,Schmidt,935587 Terry Lewis St.,Oakdale,PA,15071,,WPP,7e01367,ama,283D725F-D0B6,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_11_AM,18157,1/2/2020,A5e0e678880b7e,1,EPIB,green_mountain_energy,IB,Alex_Susan,Wright,933441 Elizabeth Lloyd St.,East Texas,PA,18046,,Penn,af01f8c,ama,2BC36037-6224,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_14_AM,18159,1/2/2020,A5e0e67b9f1569,1,EPIB,green_mountain_energy,IB,Alex_Kara,Spencer,66313 Brittney Young St.,Alcove,NY,12007,,G,e0e56a4,ama,g5d28ea65b24e4bd,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_16_AM,18161,1/2/2020,A5e0e67ed30b2c,1,EPIB,green_mountain_energy,IB,Alex_Glenn,Taylor,81956 Mrs. Karen Armstrong St.,Shelter Island,NY,11964,,J,0f4b06b,ama,gfc7df13850d497a,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_19_AM,18163,1/2/2020,A5e0e681931f9e,1,EPIB,green_mountain_energy,IB,Alex_Larry,Koch,661730 Tamara Coffey St.,Kingston,NY,12401,,,42ce526,ama,g22246ec8a64a237,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_22_AM,18165,1/2/2020,A5e0e684e5cfd4,1,EPIB,green_mountain_energy,IB,Alex_Nichole,Macias,769254 Lauren Reed St.,Portville,NY,14770,,,7804df7,ama,g5fa46d658feaa9a,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_24_AM,18167,1/2/2020,A5e0e688368c2b,1,EPIB,green_mountain_energy,IB,Alex_Nicholas,Clay,39727 Terri Morrison St.,Chestertown,NY,12817,,,a8afb5d,ama,g240296cd5b192c8,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_27_AM,18169,1/2/2020,A5e0e68b8da71f,1,EPIB,green_mountain_energy,IB,Alex_Charles,Thornton,444253 Katherine Davis MD St.,New York,NY,10258,,,df88ac1,ama,g9cf4471aaf2e802,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_30_AM,18179,1/2/2020,A5e0e699e17f07,1,EPIB,green_mountain_energy,IB,Alex_Deanna,Harrison,282447 Paula Hughes St.,Richton Park,IL,60471,,ComEd,bd91016,ama,04566978-12C9,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_32_AM,18181,1/2/2020,A5e0e69c623bcb,1,EPIB,green_mountain_energy,IB,Alex_Kathryn,Bailey,431418 Amanda Carlson St.,Wilkes Barre,PA,18767,,DUQ,ec38a1c,ama,046C1528-33AA,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_50_35_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_35_AM,18187,1/2/2020,A5e0e6a1ad7859,1,EPIB,nrg_residential,IB,Alex_Desiree,Stephens,118989 Danielle Hall St.,Diamond,IL,60416,,ComEd,3bab2a6,ama,g026009cb8901459,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_38_AM,18189,1/2/2020,A5e0e6a4210333,1,EPIB,nrg_residential,IB,Alex_Angela,Davis,7452 Charles Kennedy St.,Fort Howard,MD,21052,,BGE,5bd0b1b,ama,gc907718f5444468,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_41_AM,18191,1/2/2020,A5e0e6a5f6d01a,1,EPIB,nrg_residential,IB,Alex_Justin,Porter,58198 Meagan Cooke St.,Upperco,MD,21155,,PEPCO,7d6d5de,ama,g91d683214230ec1,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_55_AM,21179,1/20/2020,A5e25ec1e6958b,1,EPIB,energyplus,IB,Alex_Johnny,Morris,365143 David Scott St.,Pittsburgh,PA,15267,,PECO,4ecaa5b,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_50_57_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_50_58_AM,21183,1/20/2020,A5e25ec53a6b88,1,EPIB,green_mountain_energy,IB,Alex_Sara,Small,578745 Haley David St.,Silver Spring,MD,20993,,BGE,71baaf2,ama,2A0EE47F-E300,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_00_AM,21187,1/20/2020,A5e25ec9c207df,1,EPIB,green_mountain_energy,IB,Alex_Natasha,Thomas,545420 Sarah Smith St.,Pittsburgh,PA,15254,,DUQ,c01e46d,ama,046C1528-33AA,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_51_03_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_03_AM,21195,1/20/2020,A5e25ed0c9ef8f,1,EPIB,nrg_residential,IB,Alex_Brian,Pearson,450162 Tyler Flowers St.,New Bloomfield,PA,17068,,PECO,33cf12d,ama,gac94e5483669c56,OUTBOUND,,,,,,,,,,,,,,,,,,,,
FAILED,01_21_2020_10_51_06_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_06_AM,21199,1/20/2020,A5e25ed3914ef3,1,EPIB,energyplus,IB,Alex_Michael,Peterson,414189 Heather Smith St.,South New Berlin,NY,13843,,J,581a770,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_09_AM,21203,1/20/2020,A5e25ed827de8d,1,EPIB,green_mountain_energy,IB,Alex_Kathy,Bryant,814175 Mrs. Brooke Gregory St.,Crete,IL,60417,,ComEd,9f5b0a8,ama,04566978-12C9,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_12_AM,21205,1/20/2020,A5e25eda71d55f,1,EPIB,green_mountain_energy,IB,Alex_Dwayne,Rogers,453875 Alisha Thompson St.,Lemont,IL,60439,,nicor,c2f3021,ama,0D1CD2A3-BDCE,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_14_AM,21211,1/20/2020,A5e25ee13697da,1,EPIB,nrg_residential,IB,Alex_Clayton,Willis,800695 Ian Jackson St.,Otway,OH,45657,,DPL,309eae6,ama,g8a4a87d023248ff,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_17_AM,21213,1/20/2020,A5e25ee33eeb04,1,EPIB,cirro,IB,Alex_Heidi,Smith,507149 Michael Sparks St.,Dornsife,PA,17823,,PPL,4abd8d4,ama,g0a265a31ecd960f,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_20_AM,21247,1/20/2020,A5e260c52cc888,1,EPIB,energyplus,IB,Alex_Christopher,Wilcox,282291 Jeffrey Carrillo St.,Waverly,PA,18471,,DUQ,7621840,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_22_AM,21249,1/20/2020,A5e260c7c95139,1,EPIB,energyplus,IB,Alex_Jeffrey,Washington,22498 Michael Moran St.,Newmanstown,PA,17073,,MetEd,9f5edd8,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_25_AM,21285,1/20/2020,A5e260f8288680,1,EPIB,energyplus,IB,Alex_Donald,Pineda,213051 Michelle Davis St.,Antes Fort,PA,17720,,DUQ,a4d89cf,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_28_AM,21287,1/20/2020,A5e260fab1b77a,1,EPIB,energyplus,IB,Alex_Christopher,Harris,516889 John Frank St.,Oneida,PA,18242,,MetEd,ced8f3b,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
Approved,01_21_2020_10_51_32_AM,21289,1/20/2020,A5e260fd33f89b,1,EPIB,energyplus,IB,Alex_John,Castillo,673771 Christopher Brooks St.,Stahlstown,PA,15687,,PECO,f5ac8af,ama,,OUTBOUND,,,,,,,,,,,,,,,,,,,,
